"Women Environmental Programme (WEP) in collaboration with the National Bureau of Statistics (NBS), with the support from Open Knowledge International (OKI), under the African Open Data Collaboration Fund is conducting a survey in three(3) Area Councils of the Federal Capital Territory, Abuja - AMAC, Gwagwalada, and Kuje Area Councils. The aim of this survey is to gather relevant information that will be used to promote effective budget administration, transparent and accountable local governance of the three Area Councils.",COMMUNITY/Area Council,COMMUNITY/Ward,COMMUNITY/Community,COMMUNITY/Sector,GENERAL INFORMATION/Role in community,GENERAL INFORMATION/Please specify respondent's role in communty,GENERAL INFORMATION/Sex,GENERAL INFORMATION/Age (in completed years),GENERAL INFORMATION/Marital Status,GENERAL INFORMATION/Occupation,GENERAL INFORMATION/Please specify respondent's occupation,GENERAL INFORMATION/Physical Challenge,GENERAL INFORMATION/Kind of Physical Challenge,GENERAL INFORMATION/Kind of Physical Challenge/Blind,GENERAL INFORMATION/Kind of Physical Challenge/Deaf,GENERAL INFORMATION/Kind of Physical Challenge/Cripple,GENERAL INFORMATION/Kind of Physical Challenge/Dumb,GENERAL INFORMATION/Kind of Physical Challenge/Other (please specify),GENERAL INFORMATION/Kind of Physical Challenge/Amputee,GENERAL INFORMATION/Please specify respondent's other physical challenge,GENERAL INFORMATION/How could respondent's existence in this community be described?,GENERAL INFORMATION/How long has respondent lived in this community?,GENERAL INFORMATION/How many months has respondent lived in this community?,ROADS/What is the condition of road(s) in the community?,ROADS/How does the condition of roads affect the community? (tick all the apply),ROADS/How does the condition of roads affect the community? (tick all the apply)/Transport fare in and out of community is too high,ROADS/How does the condition of roads affect the community? (tick all the apply)/Movement in and out of community is easy and convenient,ROADS/How does the condition of roads affect the community? (tick all the apply)/Too many accidents on journeys in and out of community,ROADS/How does the condition of roads affect the community? (tick all the apply)/Movement in and out of community is difficult and inconvenient,ELECTRICITY/Is there public power supply to the community?,ELECTRICITY/What are the other sources of electricity in the community?,ELECTRICITY/How many hours of public power supply do you have daily in your community?,ELECTRICITY/Which one of the following is most affected by the condition of power supply in the community?,WATER SUPPLY/Is the community served by public water supply?,WATER SUPPLY/What are the other sources of water supply in the community? (tick all that apply),WATER SUPPLY/What are the other sources of water supply in the community? (tick all that apply)/Water vendors,WATER SUPPLY/What are the other sources of water supply in the community? (tick all that apply)/Private boreholes,WATER SUPPLY/What are the other sources of water supply in the community? (tick all that apply)/Hand-dug wells,WATER SUPPLY/What are the other sources of water supply in the community? (tick all that apply)/Stream,WATER SUPPLY/What are the other sources of water supply in the community? (tick all that apply)/Harvested rain water,WATER SUPPLY/Which one of the following is most impacted by the condition of water supply in the community?,WATER SUPPLY/State what is most impacted  by the condition of water supply in the community,HEALTHCARE FACILITY/Does the community have any healthcare facility?,HEALTHCARE FACILITY/What type of healthcare facilities are within the community? (tick all that apply),HEALTHCARE FACILITY/What type of healthcare facilities are within the community? (tick all that apply)/Private Hospitals/Clinics,HEALTHCARE FACILITY/What type of healthcare facilities are within the community? (tick all that apply)/Public Primary Healthcare Facilities,HEALTHCARE FACILITY/What type of healthcare facilities are within the community? (tick all that apply)/Herbal Homes/Traditional Birth Attendance,HEALTHCARE FACILITY/What type of healthcare facilities are within the community? (tick all that apply)/Teaching Hospitals,HEALTHCARE FACILITY/What type of healthcare facilities are within the community? (tick all that apply)/Specialist Hospitals/General Hospitals/Comprehensive Health Centres,HEALTHCARE FACILITY/What type of healthcare facilities are within the community? (tick all that apply)/Maternity Health Centres/Dispensaries,HEALTHCARE FACILITY/Are the public healthcare facilities functional?,HEALTHCARE FACILITY/How does it affect the community? (tick all that apply),HEALTHCARE FACILITY/How does it affect the community? (tick all that apply)/Increase in health complications,HEALTHCARE FACILITY/How does it affect the community? (tick all that apply)/Residents go out of the community to access basic health services,HEALTHCARE FACILITY/How does it affect the community? (tick all that apply)/Other (please specify),What other effect does non-functional public healthcare facilities have on the community?,EDUCATION/Does the community have any educational institution?,EDUCATION/Which of these institutions is within the community? (tick all that apply),EDUCATION/Which of these institutions is within the community? (tick all that apply)/Colleges of Education/Teacher Training Institutes,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Private Primary Schools,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Private Nursery Schools,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Private Secondary Schools,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Public Nursery Schools,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Public Primary Schools,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Universities/Polytechnics/Research Institutions,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Public Secondary Schools,EDUCATION/Which of these institutions is within the community? (tick all that apply)/Other (please specify),EDUCATION/Which other educational institutions are within the community?,EDUCATION/How does the absence of educational institutions affect the community? (tick all that apply),EDUCATION/How does the absence of educational institutions affect the community? (tick all that apply)/Children in the community go long distances to other communities,EDUCATION/How does the absence of educational institutions affect the community? (tick all that apply)/Additional cost of education,EDUCATION/How does the absence of educational institutions affect the community? (tick all that apply)/Increased exposure of children/wards to danger,WASTE MANAGEMENT/Is there waste management system within the community?,WASTE MANAGEMENT/Who manages the wastes generated within the community?,WASTE MANAGEMENT/How does the absence of waste management affect the community? (tick all that apply),"WASTE MANAGEMENT/How does the absence of waste management affect the community? (tick all that apply)/Prevalence of sanitation related diseases such as cholera, malaria, typhoid, diarrhea etc","WASTE MANAGEMENT/How does the absence of waste management affect the community? (tick all that apply)/High incidence of injury caused by solid waste like metal scraps, broken bottles etc",WASTE MANAGEMENT/How does the absence of waste management affect the community? (tick all that apply)/Other (please specify),WASTE MANAGEMENT/How does the absence of waste management affect the community? (tick all that apply)/Offensive odour from dumpsites and gutters,What other effect does the absence of waste management have on the community?,MARKETS/SERVICES/What types of services are available within the community? (tick all that apply),MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Supermarkets/Departmental Stores,MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Hair Styling/Tailoring,"MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Business Centres (with photocopying/typing facilities & cyber cafe services, etc)",MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Other (please specify),MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Scheduled Markets,MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Fast Food Joint/Restaurant/Canteen,MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Daily Markets,MARKETS/SERVICES/What types of services are available within the community? (tick all that apply)/Mobile Telephone Services,MARKETS/SERVICES/What other type of services are available within the community?,MARKETS/SERVICES/Are markets available within the community?,MARKETS/SERVICES/What types of facilities are available within the market in the community? (tick all that apply),MARKETS/SERVICES/What types of facilities are available within the market in the community? (tick all that apply)/Toilet,MARKETS/SERVICES/What types of facilities are available within the market in the community? (tick all that apply)/Electricity,MARKETS/SERVICES/What types of facilities are available within the market in the community? (tick all that apply)/Access road,MARKETS/SERVICES/What types of facilities are available within the market in the community? (tick all that apply)/Waste refuse dump,MARKETS/SERVICES/What types of facilities are available within the market in the community? (tick all that apply)/Motor park,MARKETS/SERVICES/What types of facilities are available within the market in the community? (tick all that apply)/Other (please specify),MARKETS/SERVICES/What other facilities are available within the market?,MARKETS/SERVICES/How does the absence of markets affect the community? (tick all that apply),MARKETS/SERVICES/How does the absence of markets affect the community? (tick all that apply)/Petty traders in the community spend more in taking wares to other markets,MARKETS/SERVICES/How does the absence of markets affect the community? (tick all that apply)/Small-scale businesses have high patronage,MARKETS/SERVICES/How does the absence of markets affect the community? (tick all that apply)/Small-scale businesses have low patronage,MARKETS/SERVICES/How does the absence of markets affect the community? (tick all that apply)/Members travel long distances to buy common goods,COMMUNICATION/Does the community have MTN reception signal in the community?,COMMUNICATION/Describe the signal strength of MTN network in your community.,COMMUNICATION/Does the community have Glo reception signal in the community?,COMMUNICATION/Describe the signal strength of Glo network in your community.,COMMUNICATION/Does the community have Etisalat reception signal in the community?,COMMUNICATION/Describe the signal strength of Etisalat network in your community.,COMMUNICATION/Does the community have Airtel reception signal in the community?,COMMUNICATION/Describe the signal strength of Airtel network in your community.,COMMUNICATION/Does the community have Visafone reception signal in the community?,COMMUNICATION/Describe the signal strength of Visafone network in your community.,COMMUNICATION/Does the community have another communication network aside those listed above?,COMMUNICATION/State the name of the other communication network in community.,COMMUNICATION/Describe the signal strength of ${Other_Network_Name} network in your community.,BUDGET ADMINISTRATION/Is community involved in Area Council's budgeting process?,"BUDGET ADMINISTRATION/Does the community have  access to the budget document of Nigeria, FCT or your Area Council?","BUDGET ADMINISTRATION/Is the respondent aware of any project in the community that is captured in Nigeria, FCT or Aea Council's Budget?",BUDGET ADMINISTRATION/State the project,BUDGET ADMINISTRATION/How does your community ensure that projects captured in the budget are effectively implemented? (tick all that apply),BUDGET ADMINISTRATION/How does your community ensure that projects captured in the budget are effectively implemented? (tick all that apply)/Get media attention,BUDGET ADMINISTRATION/How does your community ensure that projects captured in the budget are effectively implemented? (tick all that apply)/Ask questions to relevant people or organisations concerned,BUDGET ADMINISTRATION/How does your community ensure that projects captured in the budget are effectively implemented? (tick all that apply)/Monitor implementation,BUDGET ADMINISTRATION/How does your community ensure that projects captured in the budget are effectively implemented? (tick all that apply)/Do nothing,BUDGET ADMINISTRATION/How does the community get their needs into the Area Council Budgets? (tick all that apply),BUDGET ADMINISTRATION/How does the community get their needs into the Area Council Budgets? (tick all that apply)/Other (please specify),BUDGET ADMINISTRATION/How does the community get their needs into the Area Council Budgets? (tick all that apply)/Community writes to Area Councils stating their needs,BUDGET ADMINISTRATION/How does the community get their needs into the Area Council Budgets? (tick all that apply)/Community consultations are organised by Area Council prior to budget preparation,BUDGET ADMINISTRATION/What other ways does the community use to get their needs into the Area Council Budgets?,BUDGET ADMINISTRATION/Is there any project in the community you know which came about due to community's request to the Area Council?,BUDGET ADMINISTRATION/State the project,"BUDGET ADMINISTRATION/Has there been any community/constituency briefing or consultation by Councillors, or Area Council Executives regarding development in the community?",BUDGET ADMINISTRATION/How long since the last briefing/consultation?,BUDGET ADMINISTRATION/Is there a Community Development Association (CDA) in the community?,BUDGET ADMINISTRATION/How does the Community Development Association work with Area Council to develop the community?,BUDGET ADMINISTRATION/How does the Community Development Association work with Area Council to develop the community?/CDA has never contacted Area Councils on community's development,BUDGET ADMINISTRATION/How does the Community Development Association work with Area Council to develop the community?/CDA officials write to Area Councils on community's development needs,BUDGET ADMINISTRATION/How does the Community Development Association work with Area Council to develop the community?/Are Councils initiates meetings with CDA annually,BUDGET ADMINISTRATION/How does the Community Development Association work with Area Council to develop the community?/Officials of CDA regularly initiate meetings with Area Council Officials,BUDGET ADMINISTRATION/How does the Community Development Association work with Area Council to develop the community?/Other (please specify),BUDGET ADMINISTRATION/What other ways does the Community Development Association work with Area Council?,BUDGET ADMINISTRATION/What is the gender composition of the CDA?,BUDGET ADMINISTRATION/What facility or service can you say is of priority need to your community?,BUDGET ADMINISTRATION/What other facility or service is of priority need to your community?,GPS Location of Community,FINALISE/_GPS Location of Community_latitude,FINALISE/_GPS Location of Community_longitude,FINALISE/_GPS Location of Community_altitude,FINALISE/_GPS Location of Community_precision,start,end,today,__version__,_id,_uuid,_submission_time,_index,,,,,
,Gwagwalada,Dobi,Angwan sarki sauni,Rural,Ordinary Member,,Female,45,Married,Business,,No,,,,,,,,,Born here,30+ years,,Non-graded,Movement in and out of community is difficult and inconvenient Transport fare in and out of community is too high,1,0,0,1,No,Generators,,Food preservation,No,Water vendors Hand-dug wells Harvested rain water,1,0,1,0,1,High incidence of water-borne diseases because of bad water source,,No,Herbal Homes/Traditional Birth Attendance,0,0,1,0,0,0,No,Residents go out of the community to access basic health services Increase in health complications,1,1,0,,Yes,Public Primary Schools Public Secondary Schools,0,0,0,0,0,1,0,1,0,,,,,,No,,"High incidence of injury caused by solid waste like metal scraps, broken bottles etc Offensive odour from dumpsites and gutters Prevalence of sanitation related diseases such as cholera, malaria, typhoid, diarrhea etc",1,1,0,1,,Daily Markets Fast Food Joint/Restaurant/Canteen,0,0,0,0,0,1,1,0,,No,,,,,,,,,Members travel long distances to buy common goods,0,0,0,1,No,,No,,No,,No,,No,,No,,,No,No,No,,Ask questions to relevant people or organisations concerned,0,1,0,0,Community writes to Area Councils stating their needs,0,1,0,,No,,No,,Yes,CDA officials write to Area Councils on community's development needs,0,1,0,0,0,,All women,Access road,,9.138721666666667 6.962699999999999 228.9 4.4,9.138721666666667,6.962699999999999,228.9,4.4,2016-08-03T14:37:11.503+01,2016-08-03T16:29:34.995+01,2016-08-03,1804606,1394841,3c5b6216-5b1f-46d8-90d6-4156b24dbd6a,2016-08-03T16:22:26,176,1,1,1,1,1
,Gwagwalada,Dobi,Pagada,Rural,Community Head,,Male,102,Married,Farming,,No,,,,,,,,,Born here,30+ years,,Non-graded,Movement in and out of community is difficult and inconvenient Transport fare in and out of community is too high,1,0,0,1,No,None of the above,,Food preservation,No,Stream Hand-dug wells Harvested rain water,0,0,1,1,1,High incidence of water-borne diseases because of bad water source,,No,Herbal Homes/Traditional Birth Attendance,0,0,1,0,0,0,No,Residents go out of the community to access basic health services Increase in health complications,1,1,0,,Yes,Public Primary Schools,0,0,0,0,0,1,0,0,0,,,,,,No,,Offensive odour from dumpsites and gutters,0,0,0,1,,Mobile Telephone Services,0,0,0,0,0,0,0,1,,No,,,,,,,,,Members travel long distances to buy common goods,0,0,0,1,No,,Yes,Weak,No,,No,,No,,No,,,No,No,No,,Do nothing,0,0,0,1,Community writes to Area Councils stating their needs,0,1,0,,No,,No,,Yes,CDA officials write to Area Councils on community's development needs,0,1,0,0,0,,All men,Access road,,9.112373333333332 6.9626133333333335 207.6 4.9,9.112373333333332,6.9626133333333335,207.6,4.9,2016-08-03T14:58:43.298+01,2016-08-03T16:37:41.691+01,2016-08-03,1804606,1394852,1682ef14-666f-428a-9972-77c07caa9f9a,2016-08-03T16:22:53,177,1,1,1,1,1
,Gwagwalada,Dobi,Pagada,Rural,Ordinary Member,,Male,42,Married,Business,,No,,,,,,,,,Born here,30+ years,,Non-graded,Movement in and out of community is difficult and inconvenient Transport fare in and out of community is too high,1,0,0,1,No,None of the above,,Household management,No,Stream Hand-dug wells Harvested rain water,0,0,1,1,1,High incidence of water-borne diseases because of bad water source,,No,Herbal Homes/Traditional Birth Attendance,0,0,1,0,0,0,No,Residents go out of the community to access basic health services Increase in health complications,1,1,0,,Yes,Public Primary Schools,0,0,0,0,0,1,0,0,0,,,,,,No,,Offensive odour from dumpsites and gutters,0,0,0,1,,Mobile Telephone Services,0,0,0,0,0,0,0,1,,No,,,,,,,,,Members travel long distances to buy common goods,0,0,0,1,No,,Yes,Weak,No,,No,,No,,No,,,No,No,No,,Do nothing,0,0,0,1,Community writes to Area Councils stating their needs,0,1,0,,No,,No,,Yes,CDA officials write to Area Councils on community's development needs,0,1,0,0,0,,All men,Primary healthcare facility,,9.112415 6.962476666666667 198.2 4.8,9.112415,6.962476666666667,198.2,4.8,2016-08-03T15:14:29.318+01,2016-08-03T16:36:50.258+01,2016-08-03,1804606,1394854,32b2ecba-1bbf-4f4a-b678-aa5db2702be9,2016-08-03T16:23:28,178,1,1,1,1,1
,Gwagwalada,Dobi,Wumi,Rural,Youth Leader,,Male,32,Married,Civil service,,No,,,,,,,,,Born here,30+ years,,Non-graded,Movement in and out of community is difficult and inconvenient Transport fare in and out of community is too high,1,0,0,1,No,Generators,,Commercial activities,Yes,,,,,,,No/low incidence of water-borne diseases because of good water source,,Under construction,Herbal Homes/Traditional Birth Attendance Public Primary Healthcare Facilities,0,1,1,0,0,0,No,Residents go out of the community to access basic health services Increase in health complications,1,1,0,,Yes,Public Primary Schools,0,0,0,0,0,1,0,0,0,,,,,,No,,"Offensive odour from dumpsites and gutters Prevalence of sanitation related diseases such as cholera, malaria, typhoid, diarrhea etc",1,0,0,1,,Mobile Telephone Services,0,0,0,0,0,0,0,1,,No,,,,,,,,,Members travel long distances to buy common goods,0,0,0,1,No,,Yes,Weak,No,,No,,No,,No,,,No,No,No,,Do nothing,0,0,0,1,Community writes to Area Councils stating their needs,0,1,0,,No,,No,,Yes,CDA officials write to Area Councils on community's development needs,0,1,0,0,0,,All men,Access road,,9.131111666666667 6.892174999999999 182.9 4.8,9.131111666666667,6.892174999999999,182.9,4.8,2016-08-03T15:49:41.036+01,2016-08-03T16:40:02.655+01,2016-08-03,1804606,1394860,5a8abacb-935e-46ea-93c0-14504a9a848f,2016-08-03T16:24:01,179,1,1,1,1,1
,Gwagwalada,Dobi,Wumi,Rural,Ordinary Member,,Female,33,Married,Farming,,No,,,,,,,,,Born here,30+ years,,Non-graded,Movement in and out of community is difficult and inconvenient Transport fare in and out of community is too high,1,0,0,1,No,Generators,,Household management,Yes,,,,,,,No/low incidence of water-borne diseases because of good water source,,Under construction,Herbal Homes/Traditional Birth Attendance Public Primary Healthcare Facilities,0,1,1,0,0,0,No,Residents go out of the community to access basic health services Increase in health complications,1,1,0,,Yes,Public Primary Schools,0,0,0,0,0,1,0,0,0,,,,,,No,,Offensive odour from dumpsites and gutters,0,0,0,1,,Mobile Telephone Services,0,0,0,0,0,0,0,1,,No,,,,,,,,,Members travel long distances to buy common goods,0,0,0,1,No,,Yes,Weak,No,,No,,No,,No,,,No,No,No,,Do nothing,0,0,0,1,Community writes to Area Councils stating their needs Other (please specify),1,1,0,Community initiate meetings with Area Council,No,,No,,Yes,Officials of CDA regularly initiate meetings with Area Council Officials CDA officials write to Area Councils on community's development needs,0,1,0,1,0,,All men,Public primary school,,9.130955 6.892153333333333 193.2 4.9,9.130955,6.892153333333333,193.2,4.9,2016-08-03T15:52:22.734+01,2016-08-03T16:41:51.027+01,2016-08-03,1804606,1394876,6194a574-846b-4a82-bc58-47d6bc3c63e0,2016-08-03T16:24:26,180,1,1,1,1,1
,Abuja Municipal Area Council,Gwagwa,Kagini,Rural,Ordinary Member,,Female,45,Married,Farming,,No,,,,,,,,,Migrated here,6 - 10 years,,Non-graded,Movement in and out of community is difficult and inconvenient Transport fare in and out of community is too high,1,0,0,1,Yes,,19 - 23,Household management,No,Private boreholes Water vendors Stream Hand-dug wells Harvested rain water,1,1,1,1,1,Poor menstrual hygiene,,Yes,Maternity Health Centres/Dispensaries Herbal Homes/Traditional Birth Attendance Public Primary Healthcare Facilities,0,1,1,0,0,1,Yes,,,,,,Yes,Public Primary Schools Public Secondary Schools,0,0,0,0,0,1,0,1,0,,,,,,No,,"High incidence of injury caused by solid waste like metal scraps, broken bottles etc Offensive odour from dumpsites and gutters Prevalence of sanitation related diseases such as cholera, malaria, typhoid, diarrhea etc",1,1,0,1,,Daily Markets Mobile Telephone Services Hair Styling/Tailoring Fast Food Joint/Restaurant/Canteen,0,1,0,0,0,1,1,1,,Yes,Electricity Motor park Waste refuse dump,0,1,0,1,1,0,,,,,,,Yes,Strong,Yes,Strong,Yes,Strong,Yes,Strong,No,,No,,,Don't know,No,Don't know,,Ask questions to relevant people or organisations concerned Do nothing,0,1,0,1,Community writes to Area Councils stating their needs,0,1,0,,No,,Don't know,,Yes,CDA officials write to Area Councils on community's development needs,0,1,0,0,0,,More women than men,Access road,,9.139759 7.3049146 0.0 1299.999,9.139759,7.3049146,0.0,1299.999,2016-08-03T16:26:26.349+01,2016-08-03T16:33:17.493+01,2016-08-03,1804606,1394899,8fd23ec8-dbfb-4f6b-b975-3a14d4d86541,2016-08-03T16:28:27,181,1,1,1,1,1
,Gwagwalada,Dobi,Kaida Sabo,Rural,Community Head,,Male,60,Married,Farming,,No,,,,,,,,,Born here,30+ years,,Non-graded,Movement in and out of community is difficult and inconvenient Transport fare in and out of community is too high,1,0,0,1,No,Generators,,Social life,No,Stream Harvested rain water,0,0,0,1,1,High incidence of water-borne diseases because of bad water source,,Yes,Public Primary Healthcare Facilities,0,1,0,0,0,0,No,Residents go out of the community to access basic health services Increase in health complications,1,1,0,,Yes,Public Nursery Schools Private Nursery Schools Public Primary Schools Private Primary Schools,0,1,1,0,1,1,0,0,0,,,,,,No,,"Offensive odour from dumpsites and gutters Prevalence of sanitation related diseases such as cholera, malaria, typhoid, diarrhea etc",1,0,0,1,,Supermarkets/Departmental Stores Hair Styling/Tailoring,1,1,0,0,0,0,0,0,,No,,,,,,,,,Members travel long distances to buy common goods Petty traders in the community spend more in taking wares to other markets,1,0,0,1,No,,Yes,Weak,No,,No,,No,,No,,,Don't know,No,Don't know,,Do nothing,0,0,0,1,Community writes to Area Councils stating their needs,0,1,0,,No,,No,,Yes,Officials of CDA regularly initiate meetings with Area Council Officials,0,0,0,1,0,,All men,Water,,,,,,,2016-08-03T12:25:50.003+01,2016-08-03T17:47:05.873+01,2016-08-03,1804606,1395061,3a4a6c56-f022-4c8a-8a4c-9c244ea235a5,2016-08-03T16:59:09,182,1,1,1,1,1
,Gwagwalada,Dobi,Kaida Sabo,Rural,Ordinary Member,,Female,20,Married,Farming,,No,,,,,,,,,Born here,16 - 20 years,,Non-graded,Movement in and out of community is difficult and inconvenient Transport fare in and out of community is too high Too many accidents on journeys in and out of community,1,0,1,1,No,Generators,,Social life,No,Private boreholes Water vendors Stream Harvested rain water,1,1,0,1,1,A lot of money is spent on buying water from vendors,,No,Herbal Homes/Traditional Birth Attendance,0,0,1,0,0,0,No,Residents go out of the community to access basic health services Increase in health complications,1,1,0,,Yes,Public Nursery Schools Private Nursery Schools Public Primary Schools,0,0,1,0,1,1,0,0,0,,,,,,No,,"Offensive odour from dumpsites and gutters Prevalence of sanitation related diseases such as cholera, malaria, typhoid, diarrhea etc",1,0,0,1,,Hair Styling/Tailoring,0,1,0,0,0,0,0,0,,No,,,,,,,,,Members travel long distances to buy common goods Petty traders in the community spend more in taking wares to other markets,1,0,0,1,No,,Yes,Weak,No,,No,,No,,No,,,Don't know,No,Don't know,,Do nothing,0,0,0,1,Community writes to Area Councils stating their needs,0,1,0,,Don't know,,Don't know,,No,,,,,,,,,Access road,,,,,,,2016-08-03T15:28:28.643+01,2016-08-03T17:53:06.722+01,2016-08-03,1804606,1395062,d1732ee0-47a6-4c65-97ce-16162151d279,2016-08-03T16:59:20,183,1,1,1,1,1
,Abuja Municipal Area Council,Gwarinpa,Kuchigoro,Urban,Community Head,,Male,60,Married,Business,,No,,,,,,,,,Born here,30+ years,,Non-graded,Movement in and out of community is difficult and inconvenient,0,0,0,1,Yes,,19 - 23,Household management,Yes,,,,,,,No/low incidence of water-borne diseases because of good water source,,Yes,Specialist Hospitals/General Hospitals/Comprehensive Health Centres,0,0,0,0,1,0,Yes,,,,,,Yes,Public Nursery Schools Private Nursery Schools Public Primary Schools Private Primary Schools Public Secondary Schools,0,1,1,0,1,1,0,1,0,,,,,,Yes,Both government and private,,,,,,,"Daily Markets Mobile Telephone Services Business Centres (with photocopying/typing facilities & cyber cafe services, etc) Hair Styling/Tailoring Fast Food Joint/Restaurant/Canteen",0,1,1,0,0,1,1,1,,Yes,Access road Toilet Waste refuse dump,1,0,1,1,0,0,,,,,,,Yes,Strong,Yes,Strong,Yes,Strong,Yes,Strong,No,,No,,,Don't know,No,Yes,"Access road, drainage system",Do nothing,0,0,0,1,Community writes to Area Councils stating their needs,0,1,0,,Yes,Schools,Don't know,,Yes,Officials of CDA regularly initiate meetings with Area Council Officials CDA officials write to Area Councils on community's development needs Are Councils initiates meetings with CDA annually,0,1,1,1,0,,Men and women,Other (please specify),Secondary school section,9.012808 7.4220811 0.0 2400.0,9.012808,7.4220811,0.0,2400.0,2016-08-03T09:23:12.509+01,2016-08-03T18:14:52.929+01,2016-08-03,1804606,1395110,7031f681-2efb-4191-9670-103c88bc58f6,2016-08-03T17:25:55,184,1,1,1,1,1
,Abuja Municipal Area Council,Gwarinpa,Kado kuchi,Urban,Ordinary Member,,Female,34,Married,Business,,No,,,,,,,,,Migrated here,6 - 10 years,,Non-graded,Movement in and out of community is difficult and inconvenient,0,0,0,1,Yes,,24,Household management,Yes,,,,,,,No/low incidence of water-borne diseases because of good water source,,Yes,Private Hospitals/Clinics Herbal Homes/Traditional Birth Attendance,1,0,1,0,0,0,Yes,,,,,,Yes,Public Nursery Schools Private Nursery Schools Public Primary Schools Private Primary Schools Public Secondary Schools,0,1,1,0,1,1,0,1,0,,,,,,No,,"High incidence of injury caused by solid waste like metal scraps, broken bottles etc Offensive odour from dumpsites and gutters Prevalence of sanitation related diseases such as cholera, malaria, typhoid, diarrhea etc",1,1,0,1,,"Mobile Telephone Services Business Centres (with photocopying/typing facilities & cyber cafe services, etc) Hair Styling/Tailoring Fast Food Joint/Restaurant/Canteen",0,1,1,0,0,1,0,1,,No,,,,,,,,,Members travel long distances to buy common goods,0,0,0,1,Yes,Strong,Yes,Strong,Yes,Strong,Yes,Strong,No,,No,,,Don't know,No,Don't know,,Do nothing,0,0,0,1,Community consultations are organised by Area Council prior to budget preparation,0,0,1,,Yes,Bolehole,Don't know,,Yes,Officials of CDA regularly initiate meetings with Area Council Officials Are Councils initiates meetings with CDA annually,0,0,1,1,0,,Men and women,Primary healthcare facility,,9.0880175 7.4352623 0.0 2799.999,9.0880175,7.4352623,0.0,2799.999,2016-08-03T11:52:13.586+01,2016-08-03T18:04:58.749+01,2016-08-03,1804606,1395113,704f464f-c648-47b9-bc30-37cc021de1be,2016-08-03T17:25:58,185,1,1,1,1,1
,Abuja Municipal Area Council,Nyanya,Area B,Urban,Ordinary Member,,Female,30,Single,Business,,No,,,,,,,,,Migrated here,21 - 25 years,,Tarred/graded but dilapidated,Movement in and out of community is difficult and inconvenient,0,0,0,1,Yes,,1 - 6,Household management,No,Water vendors Stream Hand-dug wells Harvested rain water,1,0,1,1,1,A lot of money is spent on buying water from vendors,,Yes,Specialist Hospitals/General Hospitals/Comprehensive Health Centres Private Hospitals/Clinics,1,0,0,0,1,0,Yes,,,,,,No,,,,,,,,,,,,Children in the community go long distances to other communities,1,0,0,No,,"High incidence of injury caused by solid waste like metal scraps, broken bottles etc Offensive odour from dumpsites and gutters Prevalence of sanitation related diseases such as cholera, malaria, typhoid, diarrhea etc",1,1,0,1,,"Supermarkets/Departmental Stores Daily Markets Mobile Telephone Services Business Centres (with photocopying/typing facilities & cyber cafe services, etc) Hair Styling/Tailoring Fast Food Joint/Restaurant/Canteen",1,1,1,0,0,1,1,1,,No,,,,,,,,,Members travel long distances to buy common goods Small-scale businesses have low patronage Small-scale businesses have high patronage,0,1,1,1,Yes,Strong,Yes,Strong,Yes,Strong,Yes,Strong,No,,No,,,Don't know,No,Don't know,,Do nothing,0,0,0,1,Community writes to Area Councils stating their needs,0,1,0,,Don't know,,Don't know,,No,,,,,,,,,Access road,,9.0218186 7.5689061 0.0 3099.999,9.0218186,7.5689061,0.0,3099.999,2016-08-03T16:19:56.170+01,2016-08-03T18:20:46.634+01,2016-08-03,1804606,1395116,d4dabd98-3456-474d-b111-d2c03c3dce67,2016-08-03T17:26:01,186,1,1,1,1,1
